标题,品牌,详情链接,城市,购买年份,里程,过户次数,原价,售价,文本,文本1,文本2,文本3,文本4,文本5,文本6,文本7,文本8,文本9,文本10,文本11,文本12,文本13,文本14,文本15,文本16,文本17
汉EV 2024款 荣耀版 610KM天神之眼四驱智驾型,比亚迪,https://www.dongchedi.com/usedcar/18455690,徐州,2024年 , 0.40万公里,0,24.98万,15.80万,汉EV 2024款 荣耀版 610KM天神之眼四驱智驾型,徐州,2024年5月,自动,24.98万,比亚迪,中大型车,纯电动,纯电动 517马力,610,610,700,电动车单速变速箱,4门5座三厢车,1.69,永磁/交流/同步,磷酸铁锂电池,比亚迪
汉EV 2022款 创世版 715KM旗舰型,比亚迪,https://www.dongchedi.com/usedcar/18451225,海口,2022年 , 7万公里,0,28.98万,13.58万,汉EV 2022款 创世版 715KM旗舰型,海口,2022年3月,自动,28.98万,比亚迪,中大型车,纯电动,纯电动 245马力,715,快充0.5小时 慢充12.2小时,电动车单速变速箱,4995x1910x1495,185,6年或15万公里,永磁/交流/同步,磷酸铁锂电池,比亚迪
荣威ei6 2017款 45T 混动互联智享版,荣威,https://www.dongchedi.com/usedcar/18442150,东莞,2018年 , 9.70万公里,1,20.18万,1.98万,荣威ei6 2017款 45T 混动互联智享版,东莞,2018年7月,自动,20.18万,上汽集团,紧凑型车,插电式混合动力,1.0T 125马力 L3 插电式混动,53,慢充3小时,2挡自动,4671x1835x1460,200,3年或10万公里,999,插电式混动 82马力,60
飞凡ER6 2021款 新动版 620km 智享版,飞凡汽车,https://www.dongchedi.com/usedcar/18439861,上海,2021年 , 7.08万公里,0,18.48万,8.69万,飞凡ER6 2021款 新动版 620km 智享版,上海,2021年8月,自动,18.48万,飞凡汽车,紧凑型车,纯电动,纯电动 184马力,620,快充0.5小时 慢充12小时,电动车单速变速箱,4724x1835x1493,185,不限年限/里程(责任免除条款以官方为准) ,永磁/同步,三元锂电池,69.9
秦PLUS EV 2023款 冠军版 610KM 卓越型,比亚迪,https://www.dongchedi.com/usedcar/18438446,武汉,2024年 , 0.18万公里,0,17.68万,11.20万,秦PLUS EV 2023款 冠军版 610KM 卓越型,武汉,2024年4月,自动,17.68万,比亚迪,紧凑型车,纯电动,纯电动 204马力,610,610,250,电动车单速变速箱,4门5座三厢车,12.5,永磁/同步,磷酸铁锂电池,比亚迪
Model 3 2022款 后轮驱动版,特斯拉,https://www.dongchedi.com/usedcar/18437054,贵阳,2022年 , 2.60万公里,1,23.19万,14.68万,Model 3 2022款 后轮驱动版,贵阳,2022年6月,自动,23.19万,特斯拉中国,中型车,纯电动,纯电动 264马力,556,556,340,电动车单速变速箱,4门5座三厢车,1.41,永磁/同步,磷酸铁锂电池,8年或16万公里
奔奔E-Star 2020款 心动版 三元锂,长安欧尚,https://www.dongchedi.com/usedcar/18420904,重庆,2021年 , 7.12万公里,1,6.98万,3.28万,奔奔E-Star 2020款 心动版 三元锂,重庆,2021年7月,自动,6.98万,长安汽车,微型车,纯电动,纯电动 75马力,310,快充0.8小时 慢充12小时,电动车单速变速箱,3770x1650x1570,101,1546.0元,永磁/同步,三元锂电池,32.2
奔奔E-Star 2020款 心动版 三元锂,长安欧尚,https://www.dongchedi.com/usedcar/18420904,重庆,2021年 , 7.12万公里,1,6.98万,3.28万,奔奔E-Star 2020款 心动版 三元锂,重庆,2021年7月,自动,6.98万,长安汽车,微型车,纯电动,纯电动 75马力,310,快充0.8小时 慢充12小时,电动车单速变速箱,3770x1650x1570,101,1546.0元,永磁/同步,三元锂电池,32.2
宝马i5 2024款 eDrive35L 尊享型 豪华套装,宝马,https://www.dongchedi.com/usedcar/18419444,武汉,2024年 , 0.54万公里,1,46.59万,29.50万,宝马i5 2024款 eDrive35L 尊享型 豪华套装,武汉,2024年1月,自动,46.59万,华晨宝马,中大型车,纯电动,纯电动 286马力,536,536,410,电动车单速变速箱,4门5座三厢车,1.76,励磁/同步,三元锂电池,8年或16万公里
宝马5系PHEV 2022款 二次改款 535Le 豪华套装,宝马,https://www.dongchedi.com/usedcar/18410031,西安,2022年 , 7万公里,0,50.95万,21.80万,宝马5系PHEV 2022款 二次改款 535Le 豪华套装,西安,2022年3月,自动,50.95万,华晨宝马,中大型车,插电式混合动力,2.0T 184马力 L4 插电式混动,73,73,215,420,5106x1868x1490,1.5,1998,插电式混动 109马力,80
宝马i3 2023款 eDrive 40 L 曜夜套装,宝马,https://www.dongchedi.com/usedcar/18409654,成都,2024年 , 2.50万公里,0,38.39万,17.98万,宝马i3 2023款 eDrive 40 L 曜夜套装,成都,2024年6月,自动,38.39万,华晨宝马,中型车,纯电动,纯电动 340马力,592,592,430,电动车单速变速箱,4门5座三厢车,1.59,励磁/同步,三元锂电池,8年或16万公里
问界M7 2022款 两驱舒适版,AITO,https://www.dongchedi.com/usedcar/18395217,郑州,2022年 , 3万公里,0,28.98万,17.20万,,,,,38.39万,华晨宝马,中型车,纯电动,纯电动 340马力,592,592,430,电动车单速变速箱,4门5座三厢车,1.59,励磁/同步,三元锂电池,8年或16万公里
奔驰EQE 2022款 EQE 350 先型特别版,奔驰,https://www.dongchedi.com/usedcar/18393508,杭州,2023年 , 2.30万公里,0,53.43万,24.98万,奔驰EQE 2022款 EQE 350 先型特别版,杭州,2023年8月,自动,53.43万,北京奔驰,中大型车,纯电动,纯电动 292马力,717,717,556,电动车单速变速箱,4门5座三厢车,1.63,永磁/同步,三元锂电池,10年或25万公里
理想L8 2023款 Pro版,理想汽车,https://www.dongchedi.com/usedcar/18390900,郑州,2022年 , 1.30万公里,0,35.98万,22.80万,理想L8 2023款 Pro版,郑州,2022年12月,自动,35.98万,理想汽车,中大型SUV,增程式,增程式 449马力,175,175,"●
400V",快充0.5小时 慢充6.5小时,330(449Ps),5门6座SUV,1496,增程式 449马力,330
汉DM 2022款 DM-i 121KM尊贵型,比亚迪,https://www.dongchedi.com/usedcar/18372328,南京,2023年 , 1.40万公里,0,21.78万,11.98万,汉DM 2022款 DM-i 121KM尊贵型,南京,2023年7月,自动,21.78万,比亚迪,中大型车,插电式混合动力,1.5T 139马力 L4 插电式混动,101,121,102(139Ps),145(197Ps),316,185,1497,插电式混动 197马力,145
奥迪Q4 e-tron 2024款 40 e-tron 创行版,奥迪,https://www.dongchedi.com/usedcar/18367976,郑州,2024年 , 1.40万公里,0,28.99万,15.98万,奥迪Q4 e-tron 2024款 40 e-tron 创行版,郑州,2024年4月,自动,28.99万,一汽奥迪,紧凑型SUV,纯电动,纯电动 204马力,605,605,310,电动车单速变速箱,5门5座SUV,14.4,永磁/同步,三元锂电池,84.8
ZEEKR X 2023款 YOU版 四座四驱,极氪,https://www.dongchedi.com/usedcar/18361806,南通,2024年 , 0.88万公里,0,22.98万,13.59万,ZEEKR X 2023款 YOU版 四座四驱,南通,2024年1月,自动,22.98万,极氪,紧凑型SUV,纯电动,纯电动 428马力,500,500,543,电动车单速变速箱,5门4座SUV,4年或10万公里,永磁/同步,三元锂电池,8年或20万公里(首任车主不限年限/里程，责任免除条款以官方为准)
ZEEKR X 2023款 YOU版 四座四驱,极氪,https://www.dongchedi.com/usedcar/18361800,南通,2024年 , 0.61万公里,0,22.98万,13.59万,ZEEKR X 2023款 YOU版 四座四驱,南通,2024年1月,自动,22.98万,极氪,紧凑型SUV,纯电动,纯电动 428马力,500,500,543,电动车单速变速箱,5门4座SUV,4年或10万公里,永磁/同步,三元锂电池,8年或20万公里(首任车主不限年限/里程，责任免除条款以官方为准)
ZEEKR X 2023款 YOU版 四座四驱,极氪,https://www.dongchedi.com/usedcar/18361797,南通,2024年 , 0.49万公里,0,22.98万,13.59万,ZEEKR X 2023款 YOU版 四座四驱,南通,2024年2月,自动,22.98万,极氪,紧凑型SUV,纯电动,纯电动 428马力,500,500,543,电动车单速变速箱,5门4座SUV,4年或10万公里,永磁/同步,三元锂电池,8年或20万公里(首任车主不限年限/里程，责任免除条款以官方为准)
理想ONE 2021款 增程6座版,理想汽车,https://www.dongchedi.com/usedcar/18358376,西安,2022年 , 8.70万公里,1,34.98万,14.98万,理想ONE 2021款 增程6座版,西安,2022年1月,自动,34.98万,理想汽车,中大型SUV,增程式,增程式 333马力,188,188,快充0.5小时 慢充6小时,20-80,455,172,1199,增程式 333马力,245
唐DM 2021款 DM-i 1.5T 112KM 尊贵型,比亚迪,https://www.dongchedi.com/usedcar/18355182,广州,2021年 , 3.40万公里,1,20.98万,10.70万,唐DM 2021款 DM-i 1.5T 112KM 尊贵型,广州,2021年9月,自动,20.98万,比亚迪,中型SUV,插电式混合动力,1.5T 139马力 L4 插电式混动,112,快充0.5小时 慢充3小时,231,325,4870x1950x1725,5.5,1497,插电式混动 218马力,160
小鹏P7 2022款 480G,小鹏汽车,https://www.dongchedi.com/usedcar/18353233,佛山,2022年 , 5.70万公里,0,20.99万,10.68万,小鹏P7 2022款 480G,佛山,2022年7月,自动,20.99万,小鹏汽车,中型车,纯电动,纯电动 267马力,480,480,390,电动车单速变速箱,4门5座三厢车,1.6,永磁/同步,磷酸铁锂电池,8年或16万公里
Model Y 2022款 后轮驱动版,特斯拉,https://www.dongchedi.com/usedcar/18346566,合肥,2022年 / 5.90万公里,2022年 / 5.90万公里,1,31.69万,16.19万,,,,,20.99万,小鹏汽车,中型车,纯电动,纯电动 267马力,480,480,390,电动车单速变速箱,4门5座三厢车,1.6,永磁/同步,磷酸铁锂电池,8年或16万公里
红旗E-QM5 2022款 充电 431km乐享版 5座,红旗,https://www.dongchedi.com/usedcar/18305356,兰州,2022年 , 1.62万公里,0,16.58万,7.76万,红旗E-QM5 2022款 充电 431km乐享版 5座,兰州,2022年12月,自动,16.58万,一汽红旗,中型车,纯电动,纯电动 190马力,431,431,140(190Ps),320,5040x1910x1569,13.5,永磁/同步,磷酸铁锂电池,8年或15万公里
秦PLUS DM 2023款 DM-i 冠军版 55KM 领先型,比亚迪,https://www.dongchedi.com/usedcar/18304090,西安,2023年 , 4.85万公里,0,9.98万,5.09万,秦PLUS DM 2023款 DM-i 冠军版 55KM 领先型,西安,2023年3月,自动,9.98万,比亚迪,紧凑型车,插电式混合动力,1.5L 110马力 L4 插电式混动,46,55,81(110Ps),132(180Ps),316,185,1498,插电式混动 180马力,132
理想ONE 2021款 增程6座版,理想汽车,https://www.dongchedi.com/usedcar/18298695,佛山,2021年 , 6.60万公里,0,34.98万,14.98万,理想ONE 2021款 增程6座版,佛山,2021年7月,自动,34.98万,理想汽车,中大型SUV,增程式,增程式 333马力,188,188,快充0.5小时 慢充6小时,20-80,455,172,1199,增程式 333马力,245
驱逐舰05 2022款 DM-i 120KM 旗舰型,比亚迪,https://www.dongchedi.com/usedcar/18291389,苏州,2022年 , 1.21万公里,0,15.78万,7.41万,驱逐舰05 2022款 DM-i 120KM 旗舰型,苏州,2022年12月,自动,15.78万,比亚迪,紧凑型车,插电式混合动力,1.5L 110马力 L4 插电式混动,120,1245,145(197Ps),135,E-CVT无级变速,7.3,1498,插电式混动 197马力,145
秦PLUS DM 2024款 荣耀版 DM-i 120KM 卓越型,比亚迪,https://www.dongchedi.com/usedcar/18290271,长沙,2024年 , 0.40万公里,0,12.58万,7.98万,秦PLUS DM 2024款 荣耀版 DM-i 120KM 卓越型,长沙,2024年4月,自动,12.58万,比亚迪,紧凑型车,插电式混合动力,1.5L 110马力 L4 插电式混动,120,120,30-80,81(110Ps),135,4门5座三厢车,1498,插电式混动 197马力,145
ZEEKR 001 2023款 WE版 100kWh,极氪,https://www.dongchedi.com/usedcar/18289903,长沙,2024年 , 2.10万公里,0,30.00万,15.28万,ZEEKR 001 2023款 WE版 100kWh,长沙,2024年1月,自动,30万,极氪,中大型车,纯电动,纯电动 272马力,741,741,343,电动车单速变速箱,5门5座掀背车,1.65,永磁/同步,三元锂电池,首任车主终身质保(责任免除条款以官方为准)
元Pro 2021款 401KM 尊贵型,比亚迪,https://www.dongchedi.com/usedcar/18243489,合肥,2021年 , 10.36万公里,0,11.88万,4.58万,元Pro 2021款 401KM 尊贵型,合肥,2021年10月,自动,11.88万,比亚迪,小型SUV,纯电动,纯电动 136马力,401,快充0.5小时 慢充10小时,电动车单速变速箱,4375x1785x1680,,1.46,永磁/交流/同步,磷酸铁锂电池,首任车主不限年限/里程（责任免除条款以官方为准）
唐DM 2021款 DM 2.0T 四驱高性能版尊荣型,比亚迪,https://www.dongchedi.com/usedcar/18167604,广州,2021年 , 9万公里,2,26.98万,9.30万,唐DM 2021款 DM 2.0T 四驱高性能版尊荣型,广州,2021年3月,自动,26.98万,比亚迪,中型SUV,插电式混合动力,2.0T 192马力 L4 插电式混动,81,慢充2.6小时,6挡双离合,4870x1950x1725,180,1.9,1999,插电式混动 394马力,290
宝马i5 2024款 eDrive35L 尊享型 M运动套装,宝马,https://www.dongchedi.com/usedcar/18146246,武汉,2024年 , 0.47万公里,1,46.59万,29.50万,宝马i5 2024款 eDrive35L 尊享型 M运动套装,武汉,2024年2月,自动,46.59万,华晨宝马,中大型车,纯电动,纯电动 286马力,536,536,410,电动车单速变速箱,4门5座三厢车,1.76,励磁/同步,三元锂电池,8年或16万公里
ZEEKR 001 2021款 超长续航单电机 WE版,极氪,https://www.dongchedi.com/usedcar/18129679,北京,2022年 , 4.60万公里,0,29.90万,15.28万,ZEEKR 001 2021款 超长续航单电机 WE版,北京,2022年1月,自动,29.9万,极氪,中大型车,纯电动,纯电动 272马力,712,,电动车单速变速箱,4970x1999x1560,200,不限里程/不限年限（责任免除条款以官方为准）,永磁/同步,三元锂电池,首任车主不限年限/里程（责任免除条款以官方为准）
岚图追光 PHEV 2024款 超长续航四驱行政版,岚图,https://www.dongchedi.com/usedcar/18117353,杭州,2024年 , 1.13万公里,0,25.28万,14.97万,岚图追光 PHEV 2024款 超长续航四驱行政版,杭州,2024年2月,自动,25.28万,岚图汽车,中大型车,插电式混合动力,1.5T 136马力 L4 插电式混动,202,202,快充0.48小时 慢充8小时,20-80,810,200,1476,插电式混合动力 394马力,290
Taycan 2020款 Taycan,保时捷,https://www.dongchedi.com/usedcar/18059910,重庆,2021年 , 4.78万公里,5,88.80万,48.99万,Taycan 2020款 Taycan,重庆,2021年1月,自动,88.8万,保时捷,中大型车,纯电动,纯电动 408马力,414,快充1.55小时 慢充8小时,2挡自动,4963x1966x1395,230,15414.0元,永磁/同步,三元锂电池,79.2
海豚 2021款 自由版,比亚迪,https://www.dongchedi.com/usedcar/18046967,海口,2022年 , 2.50万公里,1,11.28万,6.68万,海豚 2021款 自由版,海口,2022年11月,自动,11.28万,比亚迪,小型车,纯电动,纯电动 95马力,405,快充0.5小时 慢充6.41小时,电动车单速变速箱,4125x1770x1570,150,1.2,永磁/同步,磷酸铁锂电池,比亚迪
岚图FREE 2024款 超长续航智驾版,岚图,https://www.dongchedi.com/usedcar/18043286,烟台,2024年 , 0.98万公里,1,26.69万,16.93万,岚图FREE 2024款 超长续航智驾版,烟台,2024年7月,自动,26.69万,岚图汽车,中大型SUV,增程式,增程式 490马力,160,160,30-80,360(490Ps),电动车单速变速箱,4.8,1499,增程式 490马力,360
江淮iEV6E 2018款 升级版 豪华智能型,江汽集团,https://www.dongchedi.com/usedcar/18025558,深圳,2018年 , 4万公里,0,12.85万,2.30万,江淮iEV6E 2018款 升级版 豪华智能型,深圳,2018年8月,自动,12.85万,江淮汽车,微型车,纯电动,纯电动 68马力,255,快充1小时 慢充11.5小时,电动车单速变速箱,3630x1670x1475,102,266.0元,永磁/同步,磷酸铁锂电池,29.2
奔驰EQC 2022款 改款 EQC 350 4MATIC,奔驰,https://www.dongchedi.com/usedcar/18015046,北京,2023年 , 2.20万公里,0,49.19万,14.89万,奔驰EQC 2022款 改款 EQC 350 4MATIC,北京,2023年11月,自动,49.19万,北京奔驰,中型SUV,纯电动,纯电动 286马力,440,快充0.75小时 慢充12小时,电动车单速变速箱,4774x1890x1622,180,3年不限公里,交流/异步,三元锂电池,8年或16万公里
奔驰E级PHEV 2022款 三次改款 E 350 e L 轿车,奔驰,https://www.dongchedi.com/usedcar/18000011,成都,2022年 , 3.50万公里,0,52.03万,30.88万,奔驰E级PHEV 2022款 三次改款 E 350 e L 轿车,成都,2022年7月,自动,52.03万,北京奔驰,中大型车,插电式混合动力,2.0T 211马力 L4 插电式混动,101,快充1小时 慢充2.42小时,440,9挡手自一体,4门5座三厢车,6.8,1991,插电式混动 122马力,90
宝马5系PHEV 2022款 二次改款 535Le 豪华套装,宝马,https://www.dongchedi.com/usedcar/17959423,无锡,2022年 , 6.90万公里,0,50.95万,23.95万,宝马5系PHEV 2022款 二次改款 535Le 豪华套装,无锡,2022年1月,自动,50.95万,华晨宝马,中大型车,插电式混合动力,2.0T 184马力 L4 插电式混动,73,73,215,420,5106x1868x1490,1.5,1998,插电式混动 109马力,80
领克08 EM-P 2023款 220四驱性能Halo,领克,https://www.dongchedi.com/usedcar/17845126,杭州,2023年 , 0.70万公里,1,25.88万,16.40万,领克08 EM-P 2023款 220四驱性能Halo,杭州,2023年10月,自动,25.88万,领克,中型SUV,插电式混合动力,1.5T 163马力 L4 插电式混动,185,185,30-80,436,3挡DHT,4.6,1499,插电式混合动力 430马力,316
小鹏P7 2023款 P7i 702 Max,小鹏汽车,https://www.dongchedi.com/usedcar/17780483,广州,2024年 , 1.30万公里,1,26.99万,15.98万,,,,,25.88万,领克,中型SUV,插电式混合动力,1.5T 163马力 L4 插电式混动,185,185,30-80,436,3挡DHT,4.6,1499,插电式混合动力 430马力,316
智己LS7 2023款 Urban Fit 后驱版,智己汽车,https://www.dongchedi.com/usedcar/17695593,台州,2024年 , 1.70万公里,0,28.98万,15.98万,智己LS7 2023款 Urban Fit 后驱版,台州,2024年8月,自动,28.98万,智己汽车,中大型SUV,纯电动,纯电动 340马力,510,510,250(340Ps),475,5049x2002x1731,15.7,永磁/同步,三元锂电池,首任车主不限年限/里程(责任免除条款以官方为准)
小鹏P7 2021款 480G,小鹏汽车,https://www.dongchedi.com/usedcar/17617575,肇庆,2022年 , 7万公里,3,23.99万,10.25万,小鹏P7 2021款 480G,肇庆,2022年2月,自动,23.99万,小鹏汽车,中型车,纯电动,纯电动 267马力,480,快充0.45小时 慢充5小时,电动车单速变速箱,4880x1896x1450,170,5497.0元,永磁/同步,磷酸铁锂电池,8年或15万公里
领克01 EM-P 2019款 1.5T Pro,领克,https://www.dongchedi.com/usedcar/17535317,上海,2020年 , 5.13万公里,0,22.27万,7.68万,领克01 EM-P 2019款 1.5T Pro,上海,2020年12月,自动,22.27万,领克,紧凑型SUV,插电式混合动力,1.5T 180马力 L3 插电式混动,51,,265,160,4512x1857x1689,1.7,1477,插电式混动 82马力,60
腾势N7 2024款 630 四驱智驾Ultra版,腾势,https://www.dongchedi.com/usedcar/17482729,苏州,2023年 , 2.37万公里,0,32.98万,16.83万,腾势N7 2024款 630 四驱智驾Ultra版,苏州,2023年9月,自动,32.98万,腾势汽车,中型SUV,纯电动,纯电动 530马力,630,630,390(530Ps),670,4860x1935x1602,16.6,前交流/异步后永磁/同步,磷酸铁锂电池,比亚迪
海豹 2023款 700KM 冠军版 性能版,比亚迪,https://www.dongchedi.com/usedcar/17469834,重庆,2024年 , 0.87万公里,0,23.98万,14.20万,海豹 2023款 700KM 冠军版 性能版,重庆,2024年6月,自动,23.98万,比亚迪,中型车,纯电动,纯电动 313马力,700,快充0.5小时 慢充11.79小时,电动车单速变速箱,4800x1875x1460,180,6年或15万公里,永磁/同步,磷酸铁锂电池,比亚迪
