标题,品牌,详情链接,城市,购买年份,里程,过户次数,原价,售价
迈腾 2016款 1.8TSI 智享舒适型,大众,https://www.dongchedi.com/usedcar/18218086,天津,2016年 , 12.20万公里,1,21.28万,5.68万
迈腾 2020款 280TSI DSG 领先型,大众,https://www.dongchedi.com/usedcar/18159434,成都,2020年 , 3.80万公里,1,20.99万,9.98万
英菲尼迪Q50 2014款 3.7L 舒适版,英菲尼迪,https://www.dongchedi.com/usedcar/18136538,上海,2014年 , 11.80万公里,0,38.98万,8.80万
Polo 2016款 1.4L 手动风尚型,大众,https://www.dongchedi.com/usedcar/18071914,烟台,2018年 , 7.50万公里,1,7.59万,3.28万
宝骏560 2016款 1.8L iAMT豪华型,宝骏,https://www.dongchedi.com/usedcar/13882551,东莞,2017年 , 9.20万公里,0,8.78万,1.98万
奔驰E级 2021款 改款 E 300 L 豪华型 运动轿车,奔驰,https://www.dongchedi.com/usedcar/18401576,海口,2021年 , 8.30万公里,0,49.89万,29.98万
探岳 2020款 330TSI 豪华智联版Pro,大众,https://www.dongchedi.com/usedcar/18333805,厦门,2020年 , 8.60万公里,3,23.99万,10.48万
奔驰GLC 2019款 GLC 260 L 4MATIC 豪华型,奔驰,https://www.dongchedi.com/usedcar/18291966,深圳,2019年 , 7万公里,0,43.48万,18.90万
威霆 2021款 2.0T 商务版 7座,奔驰,https://www.dongchedi.com/usedcar/18277736,温州,2021年 , 6.12万公里,0,34.78万,20.88万
长安UNI-Z 2025款 1.5T DCT尊贵型,长安,https://www.dongchedi.com/usedcar/18229497,成都,2024年 , 0.11万公里,0,11.99万,9.68万
迈腾 2013款 2.0TSI 豪华型,大众,https://www.dongchedi.com/usedcar/18196086,深圳,2014年 , 12.20万公里,0,24.78万,4.68万
传祺GS4 2015款 200T G-DCT精英版,广汽传祺,https://www.dongchedi.com/usedcar/18092896,东莞,2016年 , 12万公里,0,12.58万,2.88万
大通G10 2018款 PLUS 2.0T 自动豪华版,上汽大通MAXUS,https://www.dongchedi.com/usedcar/17757837,温州,2018年 , 8万公里,0,18.78万,5.88万
赛博坦克300 2023款 2.0T 赛博骑士,坦克,https://www.dongchedi.com/usedcar/17752226,合肥,2025年 , 0.01万公里,0,33.80万,27.30万
奔驰GLB 2020款 GLB 200 动感型,奔驰,https://www.dongchedi.com/usedcar/17659535,石家庄,2020年 , 3.90万公里,1,31.88万,15.18万
全顺 2019款 2.0T汽油自动挡多功能商用车短轴中顶6座国V,福特,https://www.dongchedi.com/usedcar/18441668,郑州,2022年 , 8.70万公里,1,16.30万,9.18万
Macan 2023款 改款 Macan 2.0T,保时捷,https://www.dongchedi.com/usedcar/18432834,杭州,2024年 , 0.80万公里,1,57.80万,46.80万
雷克萨斯ES 2022款 200 卓越版,雷克萨斯,https://www.dongchedi.com/usedcar/18381895,温州,2023年 , 1.40万公里,1,29.69万,21.60万
Polo 2016款 1.4L 自动风尚型,大众,https://www.dongchedi.com/usedcar/18318186,南宁,2017年 , 4.71万公里,1,8.79万,3.50万
坦克300 2021款 越野版 2.0T 征服者,坦克,https://www.dongchedi.com/usedcar/18267996,昆明,2021年 , 7万公里,0,21.38万,13.80万
奔驰C级 2021款 C 200 L 时尚型运动版,奔驰,https://www.dongchedi.com/usedcar/18239260,青岛,2020年 , 2万公里,0,31.98万,17.98万
指南者 2019款 220T 自动悦享版,Jeep,https://www.dongchedi.com/usedcar/18203869,北京,2020年 , 5.30万公里,3,16.58万,5.90万
奔驰E级 2022款 改款 E 300 L 豪华型 运动轿车,奔驰,https://www.dongchedi.com/usedcar/17954213,东莞,2022年 , 7.53万公里,0,49.47万,29.90万
雅阁 2011款 2.0L EX,本田,https://www.dongchedi.com/usedcar/17633107,福州,2011年 , 13.80万公里,1,20.28万,2.20万
奥迪A6L 2022款 45 TFSI 臻选动感型,奥迪,https://www.dongchedi.com/usedcar/18409299,西安,2022年 , 4.19万公里,1,44.38万,30.60万
五菱宏光V 2022款 1.5L劲取版封窗车  电动助力,五菱汽车,https://www.dongchedi.com/usedcar/18389499,北京,2023年 , 0.70万公里,0,4.79万,3.70万
雷克萨斯RX 2021款 300 四驱F SPORT,雷克萨斯,https://www.dongchedi.com/usedcar/18382862,东莞,2022年 , 3.97万公里,1,53.60万,36.96万
奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型,奥迪,https://www.dongchedi.com/usedcar/18262032,天津,2015年 , 13.30万公里,2,22.79万,5.35万
揽胜运动版 2018款 3.0 V6 HSE DYNAMIC,路虎,https://www.dongchedi.com/usedcar/18260317,青岛,2019年 , 14.60万公里,2,102.80万,36.80万
昂科威 2019款 20T 两驱豪华型 国Ⅵ,别克,https://www.dongchedi.com/usedcar/18106846,南京,2019年 , 6.70万公里,1,20.99万,7.55万
北汽威旺M20 2014款 1.5L 基本型BJ415B,北汽威旺,https://www.dongchedi.com/usedcar/17068533,韶关,2014年 , 8.90万公里,0,4.18万,0.98万
长安UNI-V 2024款 1.5T 尊享型,长安,https://www.dongchedi.com/usedcar/18474585,深圳,2024年 , 0.96万公里,0,10.89万,8.88万
奔驰GLE 2021款 GLE 350 4MATIC 时尚型,奔驰,https://www.dongchedi.com/usedcar/18472485,苏州,2021年 , 10.60万公里,1,73.88万,41.88万
Cayenne 2019款 Cayenne 3.0T,保时捷,https://www.dongchedi.com/usedcar/18063097,合肥,2022年 , 1.26万公里,0,91.30万,70.80万
天籁 2020款 改款 2.0L XL 舒适版,日产,https://www.dongchedi.com/usedcar/18060711,佛山,2021年 , 6万公里,0,18.78万,9.88万
思域 2022款 240TURBO CVT劲控版,本田,https://www.dongchedi.com/usedcar/18052257,东莞,2022年 , 3万公里,0,15.89万,8.38万
捷豹XEL 2019款 2.0T 200PS 豪华版,捷豹,https://www.dongchedi.com/usedcar/17953200,东莞,2019年 , 8.20万公里,0,31.18万,9.98万
RAV4荣放 2013款 2.5L 自动四驱精英版,丰田,https://www.dongchedi.com/usedcar/17931171,北京,2014年 , 9.90万公里,0,23.98万,6.68万
雅阁 2022款 260TURBO 幻夜·尊贵版,本田,https://www.dongchedi.com/usedcar/17483599,东莞,2023年 , 2.70万公里,0,20.28万,14.88万
凯美瑞 2019款 2.5S 锋尚版 国VI,丰田,https://www.dongchedi.com/usedcar/17451791,东莞,2019年 , 7万公里,0,22.28万,9.88万
昂扬 2022款 GS 1.5T 燃速版,别克,https://www.dongchedi.com/usedcar/18496254,长沙,2023年 , 7万公里,0,17.89万,7.98万
奥迪S4 2024款 Limousine 3.0TFSI,奥迪,https://www.dongchedi.com/usedcar/18361192,青岛,2024年 , 0.30万公里,0,48.88万,37.98万
别克GL8 2018款 ES 28T 豪华型 国VI,别克,https://www.dongchedi.com/usedcar/18251606,成都,2019年 , 15.84万公里,1,36.99万,13.50万
Macan 2017款 Macan S 3.0T,保时捷,https://www.dongchedi.com/usedcar/17211566,北京,2018年 , 9.20万公里,3,64.80万,23.60万
奔驰E级 2021款 E 300 L 尊贵型 轿车,奔驰,https://www.dongchedi.com/usedcar/18359329,苏州,2021年 , 11.12万公里,1,53.58万,32.88万
雷克萨斯ES 2020款 200 卓越版 国VI,雷克萨斯,https://www.dongchedi.com/usedcar/18333691,佛山,2019年 , 7.52万公里,0,29.00万,17.80万
思域 2022款 240TURBO CVT燃动版,本田,https://www.dongchedi.com/usedcar/18027469,东莞,2024年 , 0.68万公里,0,14.99万,9.20万
Cayenne 2019款 Cayenne 3.0T,保时捷,https://www.dongchedi.com/usedcar/18353543,苏州,2020年 , 11万公里,0,91.30万,48.80万
宝马3系GT 2019款 330i xDrive M运动型,宝马,https://www.dongchedi.com/usedcar/18239748,赣州,2020年 , 8万公里,0,45.98万,16.99万
凯迪拉克XT5 2020款 28T 豪华型,凯迪拉克,https://www.dongchedi.com/usedcar/18081876,青岛,2019年 , 9.85万公里,1,34.97万,12.98万
启辰T60 2020款 1.6L CVT智行版 国VI,启辰,https://www.dongchedi.com/usedcar/18050409,常州,2020年 , 6.70万公里,0,9.68万,4.38万
瑞虎3x 2017款 1.5L 手动时尚版,奇瑞,https://www.dongchedi.com/usedcar/17840799,济南,2017年 , 8万公里,0,6.49万,1.59万
埃尔法 2018款 3.5L 尊贵版,丰田,https://www.dongchedi.com/usedcar/17456446,广州,2018年 , 13万公里,0,86.40万,49.80万
君越 2019款 28T 尊贵型,别克,https://www.dongchedi.com/usedcar/17394533,上海,2020年 , 5.20万公里,0,26.98万,8.88万
奥迪Q5 2015款 40 TFSI 进取型,奥迪,https://www.dongchedi.com/usedcar/15103832,青岛,2015年 , 11万公里,1,38.76万,7.98万
探岳 2021款 330TSI 两驱豪华智联版,大众,https://www.dongchedi.com/usedcar/18344834,厦门,2021年 , 4.60万公里,0,22.09万,11.88万
别克GL8 2017款 25S 舒适型 国V,别克,https://www.dongchedi.com/usedcar/18340335,杭州,2017年 , 17万公里,0,22.99万,6.68万
长安UNI-T 2022款 1.5T 旗舰型,长安,https://www.dongchedi.com/usedcar/18316505,成都,2022年 , 4.10万公里,0,13.39万,7.20万
奥迪Q5L 2020款 45 TFSI 尊享时尚型,奥迪,https://www.dongchedi.com/usedcar/18256983,上海,2020年 , 5万公里,1,44.52万,20.30万
别克GL8 2021款 陆上公务舱 652T 舒适型,别克,https://www.dongchedi.com/usedcar/17847538,常州,2021年 , 12.40万公里,0,23.29万,11.58万
锐志 2008款 2.5S 特别纪念版,丰田,https://www.dongchedi.com/usedcar/17468386,大连,2008年 , 20.03万公里,2,24.08万,2.98万
途观L 2019款 330TSI 自动两驱全景舒适版 国VI,大众,https://www.dongchedi.com/usedcar/17394704,上海,2019年 , 7万公里,0,24.08万,7.99万
奔驰GLS 2017款 GLS 400 4MATIC豪华型,奔驰,https://www.dongchedi.com/usedcar/16690778,成都,2017年 , 12.70万公里,2,134.30万,38.80万
帝豪GS 2016款 运动版 1.3T 自动领尚型,吉利汽车,https://www.dongchedi.com/usedcar/16543372,徐州,2017年 , 9万公里,0,9.98万,2.48万
哈弗二代大狗 2023款 2.0T 两驱潮野版Plus,哈弗,https://www.dongchedi.com/usedcar/18315873,乌鲁木齐,2023年 , 3.59万公里,0,14.68万,11.58万
保时捷718 2020款 Boxster 2.0T,保时捷,https://www.dongchedi.com/usedcar/18272396,杭州,2021年 , 4.67万公里,3,56.50万,39.80万
Macan 2023款 Macan 2.0T,保时捷,https://www.dongchedi.com/usedcar/18174726,杭州,2023年 , 1.85万公里,4,57.30万,42.80万
途胜 2015款 2.0L 自动两驱智能型,现代,https://www.dongchedi.com/usedcar/18099887,常州,2016年 , 9万公里,0,17.49万,4.38万
尚酷 2011款 R 2.0TSI,大众,https://www.dongchedi.com/usedcar/17363773,成都,2012年 , 5.80万公里,0,39.88万,9.98万
宝骏730 2015款 1.8L 手动豪华导航ESP版 7座,宝骏,https://www.dongchedi.com/usedcar/17232677,东莞,2015年 , 9.10万公里,0,8.98万,1.88万
奥迪A6L 2024款 45 TFSI quattro 臻选动感型,奥迪,https://www.dongchedi.com/usedcar/18435708,西安,2024年 , 2.73万公里,0,47.99万,33.99万
长安UNI-V 2023款 1.5T 尊享型,长安,https://www.dongchedi.com/usedcar/18435433,苏州,2023年 , 2.64万公里,0,10.89万,7.70万
奥迪Q5L 2018款 40 TFSI 荣享进取型 国VI,奥迪,https://www.dongchedi.com/usedcar/18330808,北京,2019年 , 6.70万公里,1,38.28万,17.68万
昂科拉 2016款 18T 自动两驱都市领先型,别克,https://www.dongchedi.com/usedcar/18179337,北京,2017年 , 16.60万公里,1,14.99万,3.20万
帕萨特 2019款 380TSI 豪华版 国VI,大众,https://www.dongchedi.com/usedcar/17792147,上海,2019年 , 4.20万公里,0,24.79万,9.38万
阿特兹 2017款 2.5L 蓝天运动版,马自达,https://www.dongchedi.com/usedcar/18234260,东莞,2017年 , 9.90万公里,3,19.98万,5.98万
昂科威 2018款 20T 两驱精英型,别克,https://www.dongchedi.com/usedcar/18227890,苏州,2017年 , 15.40万公里,1,22.99万,4.99万
威驰 2017款 1.5L CVT创行版,丰田,https://www.dongchedi.com/usedcar/17999167,北京,2019年 , 6.80万公里,0,8.78万,4.08万
红旗HS5 2019款 2.0T 智联旗悦版,红旗,https://www.dongchedi.com/usedcar/17991531,成都,2020年 , 3.83万公里,0,18.38万,8.50万
汉兰达 2012款 2.7L 两驱7座精英版,丰田,https://www.dongchedi.com/usedcar/12550859,东莞,2012年 , 15.30万公里,1,26.28万,4.58万
领克03 2023款 2.0TD DCT劲Halo,领克,https://www.dongchedi.com/usedcar/18426519,苏州,2023年 , 2.85万公里,0,16.68万,11.20万
MG5 2022款 180DVVT CVT青春豪华版,名爵,https://www.dongchedi.com/usedcar/18300192,石家庄,2023年 , 0.30万公里,0,8.29万,5.58万
卡罗拉 2019款 1.2T S-CVT GL先锋版,丰田,https://www.dongchedi.com/usedcar/18187442,武汉,2020年 , 6.35万公里,0,11.98万,5.59万
宝马4系 2023款 425i M运动曜夜套装,宝马,https://www.dongchedi.com/usedcar/18131594,厦门,2024年 , 1.80万公里,1,41.59万,31.45万
马自达3 昂克赛拉 2017款 三厢 2.0L 自动尊贵型 国V,马自达,https://www.dongchedi.com/usedcar/18112403,佛山,2018年 , 9万公里,0,15.59万,5.98万
Panamera 2014款 Panamera 3.0T,保时捷,https://www.dongchedi.com/usedcar/18047173,苏州,2015年 , 13万公里,1,114.50万,29.80万
途昂 2020款 380TSI 四驱舒适版 国VI,大众,https://www.dongchedi.com/usedcar/18214038,昆明,2019年 , 8.70万公里,0,31.99万,14.98万
奔驰C级 2015款 C 200 L,奔驰,https://www.dongchedi.com/usedcar/18007571,深圳,2015年 , 12万公里,2,36.90万,9.68万
奥迪Q2L 2020款 35TFSI 进取动感型,奥迪,https://www.dongchedi.com/usedcar/17736920,西安,2021年 , 5.83万公里,0,21.88万,9.38万
威霆 2011款 2.5L 商务版,奔驰,https://www.dongchedi.com/usedcar/17446862,北京,2013年 , 9.50万公里,1,35.90万,7.98万
奥迪A4L 2024款 40 TFSI 时尚动感型,奥迪,https://www.dongchedi.com/usedcar/18332090,东莞,2024年 , 0.64万公里,0,32.18万,20.50万
奥迪A6L 2018款 30周年年型 35 TFSI 时尚型,奥迪,https://www.dongchedi.com/usedcar/18188244,北京,2018年 , 8.11万公里,0,41.78万,16.25万
哈弗H6 2022款 第三代 1.5T 自动两驱Supreme+,哈弗,https://www.dongchedi.com/usedcar/18188200,武汉,2022年 , 3.90万公里,0,13.70万,7.58万
MINI COUNTRYMAN 2014款 1.6L ONE,MINI,https://www.dongchedi.com/usedcar/18034058,大连,2014年 , 10万公里,2,25.90万,5.80万
朗逸 2015款 230TSI DSG舒适版,大众,https://www.dongchedi.com/usedcar/17998895,遵义,2015年 , 8.40万公里,1,14.69万,3.88万
宝马5系 2018款 改款 530Li 领先型 豪华套装,宝马,https://www.dongchedi.com/usedcar/17846547,武汉,2018年 , 7.30万公里,0,47.69万,18.58万
MINI 2018款 1.5T ONE PLUS,MINI,https://www.dongchedi.com/usedcar/16593022,成都,2018年 , 5.30万公里,4,20.18万,8.68万
奥迪A5 2019款 Coupe 40 TFSI 时尚型 国VI,奥迪,https://www.dongchedi.com/usedcar/14929513,太原,2019年 , 10万公里,0,37.98万,14.80万
雅阁 2018款 230TURBO 舒适版 国VI,本田,https://www.dongchedi.com/usedcar/18066311,郑州,2020年 , 6.30万公里,1,17.98万,9.99万
帕萨特 2014款 1.8TSI 自动尊荣版,大众,https://www.dongchedi.com/usedcar/18020183,苏州,2015年 , 16万公里,1,21.58万,4.88万
Panamera 2022款 Panamera 行政加长版 2.9T,保时捷,https://www.dongchedi.com/usedcar/18007384,合肥,2022年 , 3.10万公里,0,113.80万,82.30万
奕泽IZOA 2020款 2.0L 奕驰版,丰田,https://www.dongchedi.com/usedcar/17813641,大连,2020年 , 2.90万公里,0,15.98万,7.58万
宝马X5 2022款 改款 xDrive 30Li M运动套装,宝马,https://www.dongchedi.com/usedcar/18444354,成都,2023年 , 4万公里,0,61.20万,46.80万
雅阁 2018款 230TURBO 舒适版 国V,本田,https://www.dongchedi.com/usedcar/18314367,深圳,2018年 , 8.80万公里,2,17.98万,8.58万
凯迪拉克CT5 2022款 28T 豪华型标准版,凯迪拉克,https://www.dongchedi.com/usedcar/18100831,上海,2023年 , 1.95万公里,1,29.47万,17.70万
雷克萨斯RX 2020款 改款 300 四驱典雅版,雷克萨斯,https://www.dongchedi.com/usedcar/18056379,东莞,2022年 , 3.98万公里,0,47.90万,30.76万
金杯海狮 2014款 2.0L第五代动力王豪华型4G20D4B,金杯,https://www.dongchedi.com/usedcar/18038496,上海,2015年 , 17.20万公里,0,8.66万,1.98万
宝马3系 2018款 320Li xDrive 时尚型,宝马,https://www.dongchedi.com/usedcar/14494984,青岛,2018年 , 9万公里,1,34.68万,12.30万
凯迪拉克CT4 2021款 28T 豪华型,凯迪拉克,https://www.dongchedi.com/usedcar/13813986,徐州,2022年 , 3.90万公里,0,25.17万,10.98万
奔驰E级 2023款 改款 E 260 L 运动轿车,奔驰,https://www.dongchedi.com/usedcar/18439587,西安,2023年 , 2.10万公里,0,44.01万,31.99万
迈特威 2019款 2.0TSI 四驱尊享版 7座,大众,https://www.dongchedi.com/usedcar/18425132,大连,2019年 , 3.30万公里,0,50.68万,34.80万
奔驰GLC 2018款 GLC 260 4MATIC 豪华型,奔驰,https://www.dongchedi.com/usedcar/18296524,大连,2018年 , 9.60万公里,2,44.70万,17.80万
宝骏510 2017款 1.5L 手动豪华型,宝骏,https://www.dongchedi.com/usedcar/18094488,北京,2017年 , 13.10万公里,0,6.98万,2.20万
别克GL8 2013款 2.4L 经典版,别克,https://www.dongchedi.com/usedcar/17870069,苏州,2014年 , 17万公里,0,20.90万,3.98万
奥迪Q5 2017款 40 TFSI 进取型,奥迪,https://www.dongchedi.com/usedcar/17736992,西安,2018年 , 8.31万公里,0,40.04万,12.58万
捷途X90 2023款 子龙 2.0T DCT常胜版 7座,捷途,https://www.dongchedi.com/usedcar/17664878,成都,2023年 , 2.60万公里,0,15.29万,8.60万
艾力绅 2016款 2.4L 豪华版,本田,https://www.dongchedi.com/usedcar/18300062,哈尔滨,2018年 , 13万公里,1,29.28万,11.68万
锐程CC 2022款 蓝鲸版 1.5T DCT豪华型,长安,https://www.dongchedi.com/usedcar/18273081,成都,2022年 , 2万公里,0,10.49万,5.50万
探岳 2019款 330TSI 两驱尊贵型 国V,大众,https://www.dongchedi.com/usedcar/17754200,东莞,2019年 , 6.85万公里,1,24.99万,8.98万
别克GL8 2017款 ES 28T 豪华型 国V,别克,https://www.dongchedi.com/usedcar/18213406,深圳,2017年 , 12万公里,0,36.99万,11.88万
宝马4系 2017款 425i Gran Coupe 领先型M运动套装,宝马,https://www.dongchedi.com/usedcar/18159928,无锡,2018年 , 6万公里,2,35.98万,12.98万
悦动 2017款 1.6L 自动悦值版GLS,现代,https://www.dongchedi.com/usedcar/18130938,深圳,2017年 , 10万公里,1,10.29万,3.30万
北京BJ40 2019款 PLUS 2.3T 自动四驱尊享版 国VI,北京,https://www.dongchedi.com/usedcar/18119246,银川,2020年 , 6.50万公里,0,18.49万,9.00万
Macan 2020款 Macan 2.0T,保时捷,https://www.dongchedi.com/usedcar/17678574,海口,2020年 , 4.80万公里,1,54.50万,26.38万
瑞虎3x 2018款 1.5L 手动舒适版,奇瑞,https://www.dongchedi.com/usedcar/15813688,汕头,2019年 , 8.50万公里,1,4.99万,1.80万
MINI CLUBMAN 2023款 改款 2.0T COOPER S 鉴赏家,MINI,https://www.dongchedi.com/usedcar/18484378,海口,2023年 , 2万公里,0,33.61万,24.68万
奔驰E级 2019款 E 300 L 时尚型,奔驰,https://www.dongchedi.com/usedcar/18331199,东莞,2019年 , 9.69万公里,0,46.58万,22.78万
思域 2009款 1.8L 自动舒适版,本田,https://www.dongchedi.com/usedcar/17570873,惠州,2011年 , 15万公里,0,14.98万,2.38万
奥迪A6L 2023款 45 TFSI quattro 臻选动感型,奥迪,https://www.dongchedi.com/usedcar/18435962,西安,2023年 , 3.80万公里,0,47.99万,31.50万
宝马2系(进口) 2021款 225i 四门轿跑车 M运动套装,宝马,https://www.dongchedi.com/usedcar/18279199,北京,2022年 , 3.80万公里,0,26.98万,15.50万
奔驰E级 2022款 改款 E 260 L 轿车,奔驰,https://www.dongchedi.com/usedcar/18102959,昆明,2021年 , 9.30万公里,1,43.81万,26.98万
高尔夫 2021款 280TSI DSG Pro,大众,https://www.dongchedi.com/usedcar/18045075,苏州,2021年 , 7.10万公里,1,14.98万,8.58万
奥迪A3 2021款 Sportback 35 TFSI 进取致雅型,奥迪,https://www.dongchedi.com/usedcar/17987563,武汉,2022年 , 2.20万公里,0,20.31万,9.99万
星瑞 2024款 1.5T 龙腾版,吉利汽车,https://www.dongchedi.com/usedcar/18479930,苏州,2024年 , 1万公里,0,9.97万,8.20万
雷克萨斯RX 2016款 300 四驱典雅版 国V,雷克萨斯,https://www.dongchedi.com/usedcar/18324499,惠州,2017年 , 8.60万公里,2,46.40万,19.10万
领克01 2021款 2.0TD 四驱暗夜版,领克,https://www.dongchedi.com/usedcar/18282442,武汉,2021年 , 4.33万公里,0,20.18万,9.98万
